query_id,split,ingress_node_id,start_time_ms,query_text,zone_constraint,zone_type_constraint,service_constraint,freshness_constraint,ambiguity_level,difficulty,intended_domain_count,ground_truth_count,query_family,workload_tier,intent_facet,query_text_id,manifest_difficulty,target_relevant_domains,target_confuser_domains,explicit_domain_mention,explicit_zone_mention,semantic_intent_family
q-rf_1239_sprint-routing_hard_v3-0075,test,"Relay,+MD4093",7400,realtime cooling gap temperature near downtown,,downtown,temperature,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,cooling_gap,qt-q-rf_1239_sprint-routing_hard_v3-0075,medium,domain-06;domain-09,domain-07;domain-14,0,0,cooling_gap
q-rf_1239_sprint-routing_hard_v3-0076,test,"New+York,+NY4134",7500,recent facade reflection thermal reading near downtown,,downtown,temperature,recent,high,hard,2,2,semantic_brief,routing_hard_v3,facade_reflection,qt-q-rf_1239_sprint-routing_hard_v3-0076,medium,domain-06;domain-14,domain-02;domain-07;domain-09,0,0,facade_reflection
q-rf_1239_sprint-routing_hard_v3-0077,test,"Atlanta,+GA6565",7600,archival microclimate shift thermal reading near industrial,,industrial,temperature,archival,high,hard,3,3,semantic_brief,routing_hard_v3,microclimate_shift,qt-q-rf_1239_sprint-routing_hard_v3-0077,hard,domain-07;domain-10;domain-15,domain-03;domain-14,0,0,microclimate_shift
q-rf_1239_sprint-routing_hard_v3-0078,test,"Manasquan,+NJ4047",7700,realtime facade reflection temperature near industrial,,industrial,temperature,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,facade_reflection,qt-q-rf_1239_sprint-routing_hard_v3-0078,medium,domain-07;domain-10,domain-14;domain-15,0,0,facade_reflection
q-rf_1239_sprint-routing_hard_v3-0079,test,"Tacoma,+WA6720",7800,recent heat island thermal reading near industrial,,industrial,temperature,recent,high,hard,2,2,semantic_brief,routing_hard_v3,heat_island,qt-q-rf_1239_sprint-routing_hard_v3-0079,medium,domain-07;domain-10,domain-03;domain-14,0,0,heat_island
q-rf_1239_sprint-routing_hard_v3-0080,test,"Roachdale,+IN6402",7900,recent pedestrian comfort ambient heat near stadium area,,stadium_area,temperature,recent,high,hard,3,3,semantic_brief,routing_hard_v3,pedestrian_comfort,qt-q-rf_1239_sprint-routing_hard_v3-0080,hard,domain-04;domain-09;domain-12,domain-05;domain-16,0,0,pedestrian_comfort
q-rf_1239_sprint-routing_hard_v3-0081,test,Boston5499,8000,realtime heat island thermal reading near transport hub,,transport_hub,temperature,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,heat_island,qt-q-rf_1239_sprint-routing_hard_v3-0081,medium,domain-08;domain-11,domain-04;domain-15,0,0,heat_island
q-rf_1239_sprint-routing_hard_v3-0082,test,Paris4051,8100,recent microclimate shift temperature near transport hub,,transport_hub,temperature,recent,high,hard,2,2,semantic_brief,routing_hard_v3,microclimate_shift,qt-q-rf_1239_sprint-routing_hard_v3-0082,medium,domain-08;domain-11,domain-04;domain-15,0,0,microclimate_shift
q-rf_1239_sprint-routing_hard_v3-0083,test,"Relay,+MD6431",8200,realtime freight corridor slowdown traffic speed near downtown,,downtown,traffic_speed,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,freight_corridor_slowdown,qt-q-rf_1239_sprint-routing_hard_v3-0083,medium,domain-02;domain-07,domain-03;domain-06;domain-14,0,0,freight_corridor_slowdown
q-rf_1239_sprint-routing_hard_v3-0084,test,"Munich,+Germany4087",8300,realtime freight corridor slowdown road speed near industrial,,industrial,traffic_speed,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,freight_corridor_slowdown,qt-q-rf_1239_sprint-routing_hard_v3-0084,medium,domain-07;domain-10,domain-14;domain-15,0,0,freight_corridor_slowdown
q-rf_1239_sprint-routing_hard_v3-0085,test,London4045,8400,realtime bus lane delay traffic speed near school area,,school_area,traffic_speed,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,bus_lane_delay,qt-q-rf_1239_sprint-routing_hard_v3-0085,medium,domain-05;domain-13,domain-01;domain-12,0,0,bus_lane_delay
q-rf_1239_sprint-routing_hard_v3-0086,test,"Rancho+Cordova,+CA5514",8500,recent event dispersal traffic speed near school area,,school_area,traffic_speed,recent,high,hard,2,2,semantic_brief,routing_hard_v3,event_dispersal,qt-q-rf_1239_sprint-routing_hard_v3-0086,medium,domain-05;domain-13,domain-01;domain-12;domain-16,0,0,event_dispersal
q-rf_1239_sprint-routing_hard_v3-0087,test,"Sydney,+Australia4067",8600,realtime congestion spillback traffic speed near stadium area,,stadium_area,traffic_speed,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,congestion_spillback,qt-q-rf_1239_sprint-routing_hard_v3-0087,medium,domain-09;domain-12,domain-04;domain-05;domain-16,0,0,congestion_spillback
q-rf_1239_sprint-routing_hard_v3-0088,test,"Ashburn,+VA10162",8700,archival bus lane delay vehicle flow speed near transport hub,,transport_hub,traffic_speed,archival,high,hard,2,2,semantic_brief,routing_hard_v3,bus_lane_delay,qt-q-rf_1239_sprint-routing_hard_v3-0088,medium,domain-08;domain-11,domain-04;domain-15,0,0,bus_lane_delay
q-rf_1239_sprint-routing_hard_v3-0089,test,"Seattle,+WA6450",8800,recent congestion spillback traffic speed near transport hub,,transport_hub,traffic_speed,recent,high,hard,2,2,semantic_brief,routing_hard_v3,congestion_spillback,qt-q-rf_1239_sprint-routing_hard_v3-0089,medium,domain-08;domain-11,domain-04;domain-15,0,0,congestion_spillback
q-rf_1239_sprint-routing_hard_v3-0090,test,"Atlanta,+GA2338",8900,recent freight terminal emission carbon dioxide near downtown,,downtown,air_quality_co2,recent,high,hard,2,2,semantic_brief,routing_hard_v3,freight_terminal_emission,qt-q-rf_1239_sprint-routing_hard_v3-0090,medium,domain-06;domain-09,domain-02;domain-13,0,0,freight_terminal_emission
q-rf_1239_sprint-routing_hard_v3-0091,test,"Relay,+MD4093",9000,archival traffic corridor emission carbon dioxide near industrial,,industrial,air_quality_co2,archival,high,hard,2,2,semantic_brief,routing_hard_v3,traffic_corridor_emission,qt-q-rf_1239_sprint-routing_hard_v3-0091,medium,domain-07;domain-10,domain-02;domain-03;domain-14,0,0,traffic_corridor_emission
q-rf_1239_sprint-routing_hard_v3-0092,test,"New+York,+NY4134",9100,realtime freight terminal emission carbon dioxide near industrial,,industrial,air_quality_co2,realtime,high,hard,3,3,semantic_brief,routing_hard_v3,freight_terminal_emission,qt-q-rf_1239_sprint-routing_hard_v3-0092,hard,domain-02;domain-07;domain-10,domain-03;domain-14,0,0,freight_terminal_emission
q-rf_1239_sprint-routing_hard_v3-0093,test,"Atlanta,+GA6565",9200,recent indoor ventilation strain carbon level near industrial,,industrial,air_quality_co2,recent,high,hard,3,3,semantic_brief,routing_hard_v3,indoor_ventilation_strain,qt-q-rf_1239_sprint-routing_hard_v3-0093,hard,domain-02;domain-07;domain-10,domain-03;domain-14,0,0,indoor_ventilation_strain
q-rf_1239_sprint-routing_hard_v3-0094,test,"Manasquan,+NJ4047",9300,realtime transit queue buildup carbon level near residential,,residential,air_quality_co2,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,transit_queue_buildup,qt-q-rf_1239_sprint-routing_hard_v3-0094,medium,domain-05;domain-08,domain-01;domain-12;domain-13,0,0,transit_queue_buildup
q-rf_1239_sprint-routing_hard_v3-0095,test,"Tacoma,+WA6720",9400,recent stadium post event co2 carbon dioxide near residential,,residential,air_quality_co2,recent,high,hard,3,3,semantic_brief,routing_hard_v3,stadium_post_event_co2,qt-q-rf_1239_sprint-routing_hard_v3-0095,hard,domain-05;domain-08;domain-13,domain-01;domain-12,0,0,stadium_post_event_co2
q-rf_1239_sprint-routing_hard_v3-0096,test,"Roachdale,+IN6402",9500,recent transit queue buildup carbon level near school area,,school_area,air_quality_co2,recent,high,hard,2,2,semantic_brief,routing_hard_v3,transit_queue_buildup,qt-q-rf_1239_sprint-routing_hard_v3-0096,medium,domain-04;domain-12,domain-01;domain-16,0,0,transit_queue_buildup
q-rf_1239_sprint-routing_hard_v3-0097,test,Boston5499,9600,archival traffic corridor emission carbon dioxide near transport hub,,transport_hub,air_quality_co2,archival,high,hard,2,2,semantic_brief,routing_hard_v3,traffic_corridor_emission,qt-q-rf_1239_sprint-routing_hard_v3-0097,medium,domain-10;domain-15,domain-03;domain-14,0,0,traffic_corridor_emission
q-rf_1239_sprint-routing_hard_v3-0098,test,Paris4051,9700,recent overnight inversion pm25 near downtown,,downtown,air_quality_pm25,recent,high,hard,2,2,semantic_brief,routing_hard_v3,overnight_inversion,qt-q-rf_1239_sprint-routing_hard_v3-0098,medium,domain-06;domain-09,domain-02;domain-13,0,0,overnight_inversion
q-rf_1239_sprint-routing_hard_v3-0099,test,"Relay,+MD6431",9800,archival commuter particulate pm25 near industrial,,industrial,air_quality_pm25,archival,high,hard,2,2,semantic_brief,routing_hard_v3,commuter_particulate,qt-q-rf_1239_sprint-routing_hard_v3-0099,medium,domain-07;domain-10,domain-02;domain-03;domain-14,0,0,commuter_particulate
q-rf_1239_sprint-routing_hard_v3-0100,test,"Munich,+Germany4087",9900,realtime overnight inversion particulate pollution near industrial,,industrial,air_quality_pm25,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,overnight_inversion,qt-q-rf_1239_sprint-routing_hard_v3-0100,medium,domain-02;domain-07,domain-03;domain-14,0,0,overnight_inversion
q-rf_1239_sprint-routing_hard_v3-0101,test,London4045,10000,need pm25 updates for industrial plume conditions around industrial with recent freshness,,industrial,air_quality_pm25,recent,high,hard,3,3,paraphrase_controlled,routing_hard_v3,industrial_plume,qt-q-rf_1239_sprint-routing_hard_v3-0101,hard,domain-02;domain-07;domain-10,domain-03;domain-14,0,0,industrial_plume
q-rf_1239_sprint-routing_hard_v3-0102,test,"Rancho+Cordova,+CA5514",10100,need particulate pollution updates for construction dust conditions around residential with realtime freshness,,residential,air_quality_pm25,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,construction_dust,qt-q-rf_1239_sprint-routing_hard_v3-0102,medium,domain-05;domain-08,domain-12;domain-13,0,0,construction_dust
q-rf_1239_sprint-routing_hard_v3-0103,test,"Sydney,+Australia4067",10200,need particulate pollution updates for construction dust conditions around stadium area with archival freshness,,stadium_area,air_quality_pm25,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,construction_dust,qt-q-rf_1239_sprint-routing_hard_v3-0103,medium,domain-11;domain-16,domain-04;domain-15,0,0,construction_dust
q-rf_1239_sprint-routing_hard_v3-0104,test,"Ashburn,+VA10162",10300,need pm25 updates for industrial plume conditions around transport hub with realtime freshness,,transport_hub,air_quality_pm25,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,industrial_plume,qt-q-rf_1239_sprint-routing_hard_v3-0104,medium,domain-03;domain-11,domain-10;domain-15,0,0,industrial_plume
q-rf_1239_sprint-routing_hard_v3-0105,test,"Seattle,+WA6450",10400,need fine dust level updates for commuter particulate conditions around transport hub with recent freshness,,transport_hub,air_quality_pm25,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,commuter_particulate,qt-q-rf_1239_sprint-routing_hard_v3-0105,medium,domain-08;domain-11,domain-03;domain-10,0,0,commuter_particulate
q-rf_1239_sprint-routing_hard_v3-0106,test,"Atlanta,+GA2338",10500,need next bus updates for hub transfer delay conditions around downtown with archival freshness,,downtown,bus_arrival,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,hub_transfer_delay,qt-q-rf_1239_sprint-routing_hard_v3-0106,medium,domain-06;domain-09,domain-02;domain-13,0,0,hub_transfer_delay
q-rf_1239_sprint-routing_hard_v3-0107,test,"Relay,+MD4093",10600,need bus arrival updates for commuter peak headway conditions around downtown with realtime freshness,,downtown,bus_arrival,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,commuter_peak_headway,qt-q-rf_1239_sprint-routing_hard_v3-0107,medium,domain-06;domain-09,domain-02;domain-13,0,0,commuter_peak_headway
q-rf_1239_sprint-routing_hard_v3-0108,test,"New+York,+NY4134",10700,need bus arrival updates for corridor incident diversion conditions around downtown with recent freshness,,downtown,bus_arrival,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,corridor_incident_diversion,qt-q-rf_1239_sprint-routing_hard_v3-0108,medium,domain-06;domain-09,domain-02;domain-13,0,0,corridor_incident_diversion
q-rf_1239_sprint-routing_hard_v3-0109,test,"Atlanta,+GA6565",10800,need bus arrival updates for corridor incident diversion conditions around residential with archival freshness,,residential,bus_arrival,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,corridor_incident_diversion,qt-q-rf_1239_sprint-routing_hard_v3-0109,medium,domain-05;domain-08,domain-01;domain-06,0,0,corridor_incident_diversion
q-rf_1239_sprint-routing_hard_v3-0110,test,"Manasquan,+NJ4047",10900,need next bus updates for school dismissal bunching conditions around stadium area with archival freshness,,stadium_area,bus_arrival,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,school_dismissal_bunching,qt-q-rf_1239_sprint-routing_hard_v3-0110,medium,domain-11;domain-16,domain-04;domain-15,0,0,school_dismissal_bunching
q-rf_1239_sprint-routing_hard_v3-0111,test,"Tacoma,+WA6720",11000,need bus arrival updates for school dismissal bunching conditions around transport hub with archival freshness,,transport_hub,bus_arrival,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,school_dismissal_bunching,qt-q-rf_1239_sprint-routing_hard_v3-0111,medium,domain-08;domain-11,domain-03;domain-10;domain-15,0,0,school_dismissal_bunching
q-rf_1239_sprint-routing_hard_v3-0112,test,"Roachdale,+IN6402",11100,need bus waiting time updates for event shuttle queue conditions around transport hub with recent freshness,,transport_hub,bus_arrival,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,event_shuttle_queue,qt-q-rf_1239_sprint-routing_hard_v3-0112,medium,domain-03;domain-08,domain-10;domain-15,0,0,event_shuttle_queue
q-rf_1239_sprint-routing_hard_v3-0113,test,Boston5499,11200,need ambient humidity updates for stagnant air pocket conditions around downtown with recent freshness,,downtown,humidity,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,stagnant_air_pocket,qt-q-rf_1239_sprint-routing_hard_v3-0113,medium,domain-06;domain-09,domain-02;domain-13,0,0,stagnant_air_pocket
q-rf_1239_sprint-routing_hard_v3-0114,test,Paris4051,11300,need moisture level updates for comfort moisture conditions around industrial with archival freshness,,industrial,humidity,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,comfort_moisture,qt-q-rf_1239_sprint-routing_hard_v3-0114,medium,domain-07;domain-10,domain-03;domain-14,0,0,comfort_moisture
q-rf_1239_sprint-routing_hard_v3-0115,test,"Relay,+MD6431",11400,need ambient humidity updates for morning dampness conditions around industrial with recent freshness,,industrial,humidity,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,morning_dampness,qt-q-rf_1239_sprint-routing_hard_v3-0115,medium,domain-07;domain-10,domain-03;domain-14,0,0,morning_dampness
q-rf_1239_sprint-routing_hard_v3-0116,test,"Munich,+Germany4087",11500,need moisture level updates for indoor outdoor drift conditions around residential with archival freshness,,residential,humidity,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_1239_sprint-routing_hard_v3-0116,medium,domain-01;domain-06,domain-05;domain-08;domain-13,0,0,indoor_outdoor_drift
q-rf_1239_sprint-routing_hard_v3-0117,test,London4045,11600,need ambient humidity updates for indoor outdoor drift conditions around residential with realtime freshness,,residential,humidity,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_1239_sprint-routing_hard_v3-0117,medium,domain-05;domain-08,domain-01;domain-06,0,0,indoor_outdoor_drift
q-rf_1239_sprint-routing_hard_v3-0118,test,"Rancho+Cordova,+CA5514",11700,need moisture level updates for irrigation buildup conditions around residential with realtime freshness,,residential,humidity,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,irrigation_buildup,qt-q-rf_1239_sprint-routing_hard_v3-0118,medium,domain-01;domain-06,domain-05;domain-08;domain-13,0,0,irrigation_buildup
q-rf_1239_sprint-routing_hard_v3-0119,test,"Sydney,+Australia4067",11800,need humidity updates for indoor outdoor drift conditions around stadium area with archival freshness,,stadium_area,humidity,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_1239_sprint-routing_hard_v3-0119,medium,domain-11;domain-16,domain-04;domain-15,0,0,indoor_outdoor_drift
q-rf_1239_sprint-routing_hard_v3-0120,test,"Ashburn,+VA10162",11900,need ambient humidity updates for morning dampness conditions around transport hub with realtime freshness,,transport_hub,humidity,realtime,high,hard,3,3,paraphrase_controlled,routing_hard_v3,morning_dampness,qt-q-rf_1239_sprint-routing_hard_v3-0120,hard,domain-03;domain-08;domain-11,domain-04;domain-15,0,0,morning_dampness
